product,label,name,description,category,migipediaUrl,migrosId,migrosOnlineId,productUrls,uid
https://static.rwpz.net/spendcast/gtin/7623186001222,Migros Bio Fairtrade · Joghurt · Schokolade,Joghurt,Migros Bio Joghurt Schokolade,https://static.rwpz.net/spendcast/migros/category/7495344,https://migipedia.migros.ch/de/products/205021900000,205021900000,220678,https://www.migros.ch/de/product/205021900000,100038408
https://static.rwpz.net/spendcast/gtin/7623186004230,Migros Bio · Joghurt · Himbeere,Joghurt,Migros Bio Joghurt Himbeere,https://static.rwpz.net/spendcast/migros/category/7495344,https://migipedia.migros.ch/de/products/205050200000,205050200000,108993,https://www.migros.ch/de/product/205050200000,100020704
https://static.rwpz.net/spendcast/gtin/7623186016585,Migros Fresca · Mandarinen,Mandarinen,Migros Fresca Mandarinen ,https://static.rwpz.net/spendcast/migros/category/7495377,https://migipedia.migros.ch/de/products/263402508400,263402508400,None,https://www.migros.ch/de/product/263402508400,100146799
https://static.rwpz.net/spendcast/gtin/7623186029226,Migros Bio · Bio Dinkelbrot,Bio Dinkelbrot,Migros Bio Bio Dinkelbrot ,https://static.rwpz.net/spendcast/migros/category/7495387,https://migipedia.migros.ch/de/products/111326200000,111326200000,None,https://www.migros.ch/de/product/111326200000,100123437
https://static.rwpz.net/spendcast/gtin/7623186029653,M-Budget · Eisbergsalat,Eisbergsalat,M-Budget Eisbergsalat ,https://static.rwpz.net/spendcast/migros/category/7494914,https://migipedia.migros.ch/de/products/131112500000,131112500000,14334150,https://www.migros.ch/de/product/131112500000,100128872
https://static.rwpz.net/spendcast/gtin/7623186057236,Migros Bio · Mozzarella · gewürfelt,Mozzarella,Migros Bio Mozzarella gewürfelt,https://static.rwpz.net/spendcast/migros/category/7495339,https://migipedia.migros.ch/de/products/200704100000,200704100000,6962360,https://www.migros.ch/de/product/200704100000,100026788
https://static.rwpz.net/spendcast/gtin/7623186071423,M-Classic · Choco Drink · Magermilch mit 3.3 % Schokolade,Choco Drink,M-Classic Choco Drink Magermilch mit 3.3 % Schokolade,https://static.rwpz.net/spendcast/migros/category/7495314,https://migipedia.migros.ch/de/products/204500300000,204500300000,226515,https://www.migros.ch/de/product/204500300000,100042459
https://static.rwpz.net/spendcast/gtin/7623186071430,M-Classic Choco Drink · Milchgetränk,Milchgetränk,M-Classic Milchgetränk ,https://static.rwpz.net/spendcast/migros/category/7495314,https://migipedia.migros.ch/de/products/204500400000,204500400000,67531,https://www.migros.ch/de/product/204500400000,100009866
https://static.rwpz.net/spendcast/gtin/7623186073922,Swiss Black Angus IP-SUISSE · Rindfleisch-Hamburger · Nature,Rindfleisch-Hamburger,Swiss Black Angus Rindfleisch-Hamburger Nature,https://static.rwpz.net/spendcast/migros/category/7494842,https://migipedia.migros.ch/de/products/227220049910,227220049910,11624121,https://www.migros.ch/de/product/227220049910,100148550
https://static.rwpz.net/spendcast/gtin/7623186074134,Migros Fresca · Basilikum,Basilikum,Migros Fresca Basilikum ,https://static.rwpz.net/spendcast/migros/category/7494917,https://migipedia.migros.ch/de/products/277300502200,277300502200,None,https://www.migros.ch/de/product/277300502200,100052884
